plz,bundesland,ort
21397,Niedersachsen,Barendorf
9471,Sachsen,Bärenstein
78580,Baden-Württemberg,Bärenthal
25704,Schleswig-Holstein,Bargenstedt
23863,Schleswig-Holstein,Bargfeld-Stegen
17398,Mecklenburg-Vorpommern,Bargischow
24806,Schleswig-Holstein,Bargstall
21698,Niedersachsen,Bargstedt
24793,Schleswig-Holstein,Bargstedt
22941,Schleswig-Holstein,Bargteheide
25842,Schleswig-Holstein,Bargum
23826,Schleswig-Holstein,Bark
24360,Schleswig-Holstein,Barkelsby
25791,Schleswig-Holstein,Barkenholm
19395,Mecklenburg-Vorpommern,Barkhagen
39179,Sachsen-Anhalt,Barleben
25719,Schleswig-Holstein,Barlt
24245,Schleswig-Holstein,Barmissen
25355,Schleswig-Holstein,Barmstedt
95671,Bayern,Bärnau
23968,Mecklenburg-Vorpommern,Barnekow
19089,Mecklenburg-Vorpommern,Barnin
23858,Schleswig-Holstein,Barnitz
6268,Sachsen-Anhalt,Barnstädt
21406,Niedersachsen,Barnstedt
49406,Niedersachsen,Barnstorf
32683,Nordrhein-Westfalen,Barntrup
24217,Schleswig-Holstein,Barsbek
22885,Schleswig-Holstein,Barsbüttel
30890,Niedersachsen,Barsinghausen
26676,Niedersachsen,Barßel
18209,Mecklenburg-Vorpommern,Bartenshagen-Parkentin
18356,Mecklenburg-Vorpommern,Barth
73566,Baden-Württemberg,Bartholomä
17089,Mecklenburg-Vorpommern,Bartow
29576,Niedersachsen,Barum
21357,Niedersachsen,Barum
15837,Brandenburg,Baruth/Mark
49453,Niedersachsen,Barver
38476,Niedersachsen,Barwedel
53534,Rheinland-Pfalz,Barweiler
55606,Rheinland-Pfalz,Bärweiler
54578,Rheinland-Pfalz,Basberg
27432,Niedersachsen,Basdahl
17139,Mecklenburg-Vorpommern,Basedow
21483,Schleswig-Holstein,Basedow
56220,Rheinland-Pfalz,Bassenheim
27211,Niedersachsen,Bassum
97654,Bayern,Bastheim
21493,Schleswig-Holstein,Basthorst
18230,Mecklenburg-Vorpommern,Bastorf
35088,Hessen,Battenberg
67271,Rheinland-Pfalz,Battenberg (Pfalz)
66484,Rheinland-Pfalz,Battweiler
91460,Bayern,Baudenbach
53534,Rheinland-Pfalz,Bauler
54673,Rheinland-Pfalz,Bauler
18246,Mecklenburg-Vorpommern,Baumgarten
18249,Mecklenburg-Vorpommern,Baumgarten
55774,Rheinland-Pfalz,Baumholder
96148,Bayern,Baunach
34225,Hessen,Baunatal
54538,Rheinland-Pfalz,Bausendorf
54636,Rheinland-Pfalz,Baustert
2625,Sachsen,Bautzen - Budyšin
49844,Niedersachsen,Bawinkel
94137,Bayern,Bayerbach
84092,Bayern,Bayerbach b. Ergoldsbach
67808,Rheinland-Pfalz,Bayerfeld-Steckweiler
67822,Rheinland-Pfalz,Bayerfeld-Steckweiler
94252,Bayern,Bayerisch Eisenstein
83457,Bayern,Bayerisch Gmain
95444,Bayern,Bayreuth
95445,Bayern,Bayreuth
95447,Bayern,Bayreuth
95448,Bayern,Bayreuth
83735,Bayern,Bayrischzell
23816,Schleswig-Holstein,Bebensee
36179,Hessen,Bebra
56132,Rheinland-Pfalz,Becheln
55234,Rheinland-Pfalz,Bechenheim
67827,Rheinland-Pfalz,Becherbach
55608,Rheinland-Pfalz,Becherbach bei Kirn
91572,Bayern,Bechhofen
66894,Rheinland-Pfalz,Bechhofen
7426,Thüringen,Bechstedt
67595,Rheinland-Pfalz,Bechtheim
55234,Rheinland-Pfalz,Bechtolsheim
92699,Bayern,Bechtsrieth
21643,Niedersachsen,Beckdorf
31699,Niedersachsen,Beckedorf
27243,Niedersachsen,Beckeln
66701,Saarland,Beckingen
59269,Nordrhein-Westfalen,Beckum
50181,Nordrhein-Westfalen,Bedburg
47551,Nordrhein-Westfalen,Bedburg-Hau
66885,Rheinland-Pfalz,Bedesbach
29355,Niedersachsen,Beedenbostel
48361,Nordrhein-Westfalen,Beelen
14547,Brandenburg,Beelitz
39343,Sachsen-Anhalt,Beendorf
15848,Brandenburg,Beeskow
49832,Niedersachsen,Beesten
38489,Sachsen-Anhalt,Beetzendorf
14778,Brandenburg,Beetzsee
14778,Brandenburg,Beetzseeheide
17111,Mecklenburg-Vorpommern,Beggerow
23919,Schleswig-Holstein,Behlendorf
25850,Schleswig-Holstein,Behrendorf
17498,Mecklenburg-Vorpommern,Behrenhoff
17179,Mecklenburg-Vorpommern,Behren-Lübchin
24321,Schleswig-Holstein,Behrensdorf
25573,Schleswig-Holstein,Beidenfleth
2736,Sachsen,Beiersdorf
16259,Brandenburg,Beiersdorf-Freudenberg
38382,Niedersachsen,Beierstedt
54662,Rheinland-Pfalz,Beilingen
92339,Bayern,Beilngries
4886,Sachsen,Beilrode
71543,Baden-Württemberg,Beilstein
71717,Baden-Württemberg,Beilstein
56814,Rheinland-Pfalz,Beilstein
89179,Baden-Württemberg,Beimerstetten
67259,Rheinland-Pfalz,Beindersheim
98660,Thüringen,Beinerstadt
54552,Rheinland-Pfalz,Beinhausen
25554,Schleswig-Holstein,Bekdorf
25524,Schleswig-Holstein,Bekmünde
54340,Rheinland-Pfalz,Bekond
24601,Schleswig-Holstein,Belau
25557,Schleswig-Holstein,Beldorf
25767,Schleswig-Holstein,Beldorf
56858,Rheinland-Pfalz,Belg
4874,Sachsen,Belgern-Schildau
4889,Sachsen,Belgern-Schildau
4683,Sachsen,Belgershain
55469,Rheinland-Pfalz,Belgweiler
56745,Rheinland-Pfalz,Bell
89287,Bayern,Bellenberg
76756,Rheinland-Pfalz,Bellheim
56288,Rheinland-Pfalz,Bell (Hunsrück)
56459,Rheinland-Pfalz,Bellingen
99713,Thüringen,Bellstedt
49191,Niedersachsen,Belm
98617,Thüringen,Belrieth
19230,Mecklenburg-Vorpommern,Belsch
56290,Rheinland-Pfalz,Beltheim
21785,Niedersachsen,Belum
72658,Baden-Württemberg,Bempflingen
21227,Niedersachsen,Bendestorf
24217,Schleswig-Holstein,Bendfeld
56170,Rheinland-Pfalz,Bendorf
25557,Schleswig-Holstein,Bendorf
83671,Bayern,Benediktbeuern
54538,Rheinland-Pfalz,Bengel
19258,Mecklenburg-Vorpommern,Bengerstorf
18258,Mecklenburg-Vorpommern,Benitz
6308,Sachsen-Anhalt,Benndorf
4828,Sachsen,Bennewitz
67808,Rheinland-Pfalz,Bennhausen
87734,Bayern,Benningen
71726,Baden-Württemberg,Benningen am Neckar
14789,Brandenburg,Bensdorf
64625,Hessen,Bensheim
18182,Mecklenburg-Vorpommern,Bentwisch
17129,Mecklenburg-Vorpommern,Bentzin
17429,Mecklenburg-Vorpommern,Benz
23970,Mecklenburg-Vorpommern,Benz
55494,Rheinland-Pfalz,Benzweiler
93176,Bayern,Beratzhausen
92334,Bayern,Berching
83471,Bayern,Berchtesgaden
56769,Rheinland-Pfalz,Bereborn
56766,Rheinland-Pfalz,Berenbach
56357,Rheinland-Pfalz,Berg
82335,Bayern,Berg
95180,Bayern,Berg
53505,Rheinland-Pfalz,Berg
88276,Baden-Württemberg,Berg
6536,Sachsen-Anhalt,Berga
7980,Thüringen,Berga/Elster
88368,Baden-Württemberg,Bergatreute
92348,Bayern,Berg b.Neumarkt i.d.OPf.
19348,Brandenburg,Berge
49626,Niedersachsen,Berge
8239,Sachsen,Bergen
83346,Bayern,Bergen
91790,Bayern,Bergen
55608,Rheinland-Pfalz,Bergen
29303,Niedersachsen,Bergen
29468,Niedersachsen,Bergen an der Dumme
18528,Mecklenburg-Vorpommern,Bergen auf Rügen
55469,Rheinland-Pfalz,Bergenhausen
24861,Schleswig-Holstein,Bergenhusen
25779,Schleswig-Holstein,Bergewöhrden
38467,Niedersachsen,Bergfeld
77791,Baden-Württemberg,Berghaupten
56368,Rheinland-Pfalz,Berghausen
50126,Nordrhein-Westfalen,Bergheim
50127,Nordrhein-Westfalen,Bergheim
50129,Nordrhein-Westfalen,Bergheim
86673,Bayern,Bergheim
17321,Mecklenburg-Vorpommern,Bergholz
89180,Baden-Württemberg,Berghülen
86562,Bayern,Berg im Gau
51427,Nordrhein-Westfalen,Bergisch Gladbach
51429,Nordrhein-Westfalen,Bergisch Gladbach
51465,Nordrhein-Westfalen,Bergisch Gladbach
51467,Nordrhein-Westfalen,Bergisch Gladbach
51469,Nordrhein-Westfalen,Bergisch Gladbach
59192,Nordrhein-Westfalen,Bergkamen
85232,Bayern,Bergkirchen
55776,Rheinland-Pfalz,Berglangenbach
73663,Baden-Württemberg,Berglen
85459,Bayern,Berglern
54426,Rheinland-Pfalz,Berglicht
51702,Nordrhein-Westfalen,Bergneustadt
76768,Rheinland-Pfalz,Berg (Pfalz)
97493,Bayern,Bergrheinfeld
97241,Bayern,Bergtheim
54518,Rheinland-Pfalz,Bergweiler
25575,Schleswig-Holstein,Beringstedt
37297,Hessen,Berkatal
99826,Thüringen,Berka vor dem Hainich
15518,Brandenburg,Berkenbrück
23919,Schleswig-Holstein,Berkenthin
88450,Baden-Württemberg,Berkheim
16306,Brandenburg,Berkholz-Meyenburg
54673,Rheinland-Pfalz,Berkoth
10115,Berlin,Berlin
10117,Berlin,Berlin
10119,Berlin,Berlin
10178,Berlin,Berlin
10179,Berlin,Berlin
10243,Berlin,Berlin
10245,Berlin,Berlin
10247,Berlin,Berlin
10249,Berlin,Berlin
10315,Berlin,Berlin
10317,Berlin,Berlin
10318,Berlin,Berlin
10319,Berlin,Berlin
10365,Berlin,Berlin
10367,Berlin,Berlin
10369,Berlin,Berlin
10405,Berlin,Berlin
10407,Berlin,Berlin
10409,Berlin,Berlin
10435,Berlin,Berlin
10437,Berlin,Berlin
10439,Berlin,Berlin
10551,Berlin,Berlin
10553,Berlin,Berlin
10555,Berlin,Berlin
10557,Berlin,Berlin
10559,Berlin,Berlin
10585,Berlin,Berlin
10587,Berlin,Berlin
10589,Berlin,Berlin
10623,Berlin,Berlin
10625,Berlin,Berlin
10627,Berlin,Berlin
10629,Berlin,Berlin
10707,Berlin,Berlin
10709,Berlin,Berlin
10711,Berlin,Berlin
10713,Berlin,Berlin
10715,Berlin,Berlin
10717,Berlin,Berlin
10719,Berlin,Berlin
10777,Berlin,Berlin
10779,Berlin,Berlin
10781,Berlin,Berlin
10783,Berlin,Berlin
10785,Berlin,Berlin
10787,Berlin,Berlin
10789,Berlin,Berlin
10823,Berlin,Berlin
10825,Berlin,Berlin
10827,Berlin,Berlin
10829,Berlin,Berlin
10961,Berlin,Berlin
10963,Berlin,Berlin
10965,Berlin,Berlin
10967,Berlin,Berlin
10969,Berlin,Berlin
10997,Berlin,Berlin
10999,Berlin,Berlin
12043,Berlin,Berlin
12045,Berlin,Berlin
12047,Berlin,Berlin
12049,Berlin,Berlin
12051,Berlin,Berlin
12053,Berlin,Berlin
12055,Berlin,Berlin
12057,Berlin,Berlin
12059,Berlin,Berlin
12099,Berlin,Berlin
12101,Berlin,Berlin
12103,Berlin,Berlin
12105,Berlin,Berlin
12107,Berlin,Berlin
12109,Berlin,Berlin
12157,Berlin,Berlin
12159,Berlin,Berlin
12161,Berlin,Berlin
12163,Berlin,Berlin
12165,Berlin,Berlin
12167,Berlin,Berlin
12169,Berlin,Berlin
12203,Berlin,Berlin
12205,Berlin,Berlin
12207,Berlin,Berlin
12209,Berlin,Berlin
12247,Berlin,Berlin
12249,Berlin,Berlin
12277,Berlin,Berlin
12279,Berlin,Berlin
12305,Berlin,Berlin
12307,Berlin,Berlin
12309,Berlin,Berlin
12347,Berlin,Berlin
12349,Berlin,Berlin
12351,Berlin,Berlin
12353,Berlin,Berlin
12355,Berlin,Berlin
12357,Berlin,Berlin
12359,Berlin,Berlin
12435,Berlin,Berlin
12437,Berlin,Berlin
12439,Berlin,Berlin
12459,Berlin,Berlin
12487,Berlin,Berlin
12489,Berlin,Berlin
12524,Berlin,Berlin
12526,Berlin,Berlin
12527,Berlin,Berlin
12555,Berlin,Berlin
12557,Berlin,Berlin
12559,Berlin,Berlin
12587,Berlin,Berlin
12589,Berlin,Berlin
12619,Berlin,Berlin
12621,Berlin,Berlin
12623,Berlin,Berlin
12627,Berlin,Berlin
12629,Berlin,Berlin
12679,Berlin,Berlin
12681,Berlin,Berlin
12683,Berlin,Berlin
12685,Berlin,Berlin
12687,Berlin,Berlin
12689,Berlin,Berlin
13051,Berlin,Berlin
13053,Berlin,Berlin
13055,Berlin,Berlin
13057,Berlin,Berlin
13059,Berlin,Berlin
13086,Berlin,Berlin
13088,Berlin,Berlin
13089,Berlin,Berlin
13125,Berlin,Berlin
13127,Berlin,Berlin
13129,Berlin,Berlin
13156,Berlin,Berlin
13158,Berlin,Berlin
13159,Berlin,Berlin
13187,Berlin,Berlin
13189,Berlin,Berlin
13347,Berlin,Berlin
13349,Berlin,Berlin
13351,Berlin,Berlin
13353,Berlin,Berlin
13355,Berlin,Berlin
13357,Berlin,Berlin
13359,Berlin,Berlin
13403,Berlin,Berlin
13405,Berlin,Berlin
13407,Berlin,Berlin
13409,Berlin,Berlin
13435,Berlin,Berlin
13437,Berlin,Berlin
13439,Berlin,Berlin
13465,Berlin,Berlin
13467,Berlin,Berlin
13469,Berlin,Berlin
13503,Berlin,Berlin
13505,Berlin,Berlin
13507,Berlin,Berlin
13509,Berlin,Berlin
13581,Berlin,Berlin
13583,Berlin,Berlin
13585,Berlin,Berlin
13587,Berlin,Berlin
13589,Berlin,Berlin
13591,Berlin,Berlin
13593,Berlin,Berlin
13595,Berlin,Berlin
13597,Berlin,Berlin
13599,Berlin,Berlin
13627,Berlin,Berlin
13629,Berlin,Berlin
14050,Berlin,Berlin
14052,Berlin,Berlin
14053,Berlin,Berlin
14055,Berlin,Berlin
14057,Berlin,Berlin
14059,Berlin,Berlin
14089,Berlin,Berlin
14109,Berlin,Berlin
14129,Berlin,Berlin
14163,Berlin,Berlin
14165,Berlin,Berlin
14167,Berlin,Berlin
14169,Berlin,Berlin
14193,Berlin,Berlin
14195,Berlin,Berlin
14197,Berlin,Berlin
14199,Berlin,Berlin
54570,Rheinland-Pfalz,Berlingen
37339,Thüringen,Berlingerode
88697,Baden-Württemberg,Bermatingen
56729,Rheinland-Pfalz,Bermel
67593,Rheinland-Pfalz,Bermersheim
55234,Rheinland-Pfalz,Bermersheim vor der Höhe
16321,Brandenburg,Bernau
83233,Bayern,Bernau am Chiemsee
79872,Baden-Württemberg,Bernau im Schwarzwald
86975,Bayern,Bernbeuren
6406,Sachsen-Anhalt,Bernburg
54578,Rheinland-Pfalz,Berndorf
56370,Rheinland-Pfalz,Berndroth
27804,Niedersachsen,Berne
92361,Bayern,Berngau
93170,Bayern,Bernhardswald
18246,Mecklenburg-Vorpommern,Bernitt
18249,Mecklenburg-Vorpommern,Bernitt
54470,Rheinland-Pfalz,Bernkastel-Kues
54492,Rheinland-Pfalz,Bernkastel-Kues
94505,Bayern,Bernried
82347,Bayern,Bernried am Starnberger See
9337,Sachsen,Bernsdorf
2994,Sachsen,Bernsdorf
89182,Baden-Württemberg,Bernstadt
2748,Sachsen,Bernstadt auf dem Eigen
23936,Mecklenburg-Vorpommern,Bernstorf
57614,Rheinland-Pfalz,Berod bei Hachenburg
56414,Rheinland-Pfalz,Berod bei Wallmerod
54673,Rheinland-Pfalz,Berscheid
55777,Rheinland-Pfalz,Berschweiler bei Baumholder
55608,Rheinland-Pfalz,Berschweiler bei Kirn
49593,Niedersachsen,Bersenbrück
15910,Brandenburg,Bersteland
2763,Sachsen,Bertsdorf-Hörnitz
26524,Niedersachsen,Berumbur
56459,Rheinland-Pfalz,Berzhahn
57632,Rheinland-Pfalz,Berzhausen
54413,Rheinland-Pfalz,Bescheid
23738,Schleswig-Holstein,Beschendorf
25584,Schleswig-Holstein,Besdorf
65614,Hessen,Beselich
23899,Schleswig-Holstein,Besenthal
17039,Mecklenburg-Vorpommern,Beseritz
74354,Baden-Württemberg,Besigheim
19258,Mecklenburg-Vorpommern,Besitz
63856,Bayern,Bessenbach
15741,Brandenburg,Bestensee
59909,Nordrhein-Westfalen,Bestwig
7554,Thüringen,Bethenhausen
54570,Rheinland-Pfalz,Betteldorf
56355,Rheinland-Pfalz,Bettendorf
54533,Rheinland-Pfalz,Bettenfeld
54646,Rheinland-Pfalz,Bettingen
57518,Rheinland-Pfalz,Betzdorf
21386,Niedersachsen,Betzendorf
91282,Bayern,Betzenstein
88422,Baden-Württemberg,Betzenweiler
87488,Bayern,Betzigau
56283,Rheinland-Pfalz,Beulich
56825,Rheinland-Pfalz,Beuren
72660,Baden-Württemberg,Beuren
54413,Rheinland-Pfalz,Beuren (Hochwald)
88631,Baden-Württemberg,Beuron
94501,Bayern,Beutelsbach
25355,Schleswig-Holstein,Bevern
37639,Niedersachsen,Bevern
27616,Niedersachsen,Beverstedt
37688,Nordrhein-Westfalen,Beverungen
66450,Saarland,Bexbach
77781,Baden-Württemberg,Biberach
88400,Baden-Württemberg,Biberach an der Riß
86485,Bayern,Biberbach
89346,Bayern,Bibertal
68647,Hessen,Biblis
19417,Mecklenburg-Vorpommern,Bibow
7768,Thüringen,Bibra
93354,Bayern,Biburg
83673,Bayern,Bichl
64404,Hessen,Bickenbach
56291,Rheinland-Pfalz,Bickenbach
54636,Rheinland-Pfalz,Bickendorf
87651,Bayern,Bidingen
55234,Rheinland-Pfalz,Biebelnheim
97318,Bayern,Biebelried
55546,Rheinland-Pfalz,Biebelsheim
97243,Bayern,Bieberehren
63599,Hessen,Biebergemünd
55471,Rheinland-Pfalz,Biebern
35444,Hessen,Biebertal
64584,Hessen,Biebesheim
56370,Rheinland-Pfalz,Biebrich
35216,Hessen,Biedenkopf
79215,Baden-Württemberg,Biederbach
39175,Sachsen-Anhalt,Biederitz
66917,Rheinland-Pfalz,Biedershausen
67308,Rheinland-Pfalz,Biedesheim
33602,Nordrhein-Westfalen,Bielefeld
33604,Nordrhein-Westfalen,Bielefeld
33605,Nordrhein-Westfalen,Bielefeld
33607,Nordrhein-Westfalen,Bielefeld
33609,Nordrhein-Westfalen,Bielefeld
33611,Nordrhein-Westfalen,Bielefeld
33613,Nordrhein-Westfalen,Bielefeld
33615,Nordrhein-Westfalen,Bielefeld
33617,Nordrhein-Westfalen,Bielefeld
33619,Nordrhein-Westfalen,Bielefeld
33647,Nordrhein-Westfalen,Bielefeld
33649,Nordrhein-Westfalen,Bielefeld
33659,Nordrhein-Westfalen,Bielefeld
33689,Nordrhein-Westfalen,Bielefeld
33699,Nordrhein-Westfalen,Bielefeld
33719,Nordrhein-Westfalen,Bielefeld
33729,Nordrhein-Westfalen,Bielefeld
33739,Nordrhein-Westfalen,Bielefeld
18230,Mecklenburg-Vorpommern,Biendorf
29553,Niedersachsen,Bienenbüttel
99100,Thüringen,Bienstädt
54636,Rheinland-Pfalz,Biersdorf am See
54675,Rheinland-Pfalz,Biesdorf
16359,Brandenburg,Biesenthal
87640,Bayern,Biessenhofen
76467,Baden-Württemberg,Bietigheim
74321,Baden-Württemberg,Bietigheim-Bissingen
56414,Rheinland-Pfalz,Bilkheim
48727,Nordrhein-Westfalen,Billerbeck
74842,Baden-Württemberg,Billigheim
76831,Rheinland-Pfalz,Billigheim-Ingenheim
25485,Schleswig-Holstein,Bilsen
37434,Niedersachsen,Bilshausen
24576,Schleswig-Holstein,Bimöhlen
74862,Baden-Württemberg,Binau
95463,Bayern,Bindlach
72511,Baden-Württemberg,Bingen
55411,Rheinland-Pfalz,Bingen am Rhein
31619,Niedersachsen,Binnen
56754,Rheinland-Pfalz,Binningen
54518,Rheinland-Pfalz,Binsfeld
86637,Bayern,Binswangen
18609,Mecklenburg-Vorpommern,Binz
79589,Baden-Württemberg,Binzen
49626,Niedersachsen,Bippen
73102,Baden-Württemberg,Birenbach
54587,Rheinland-Pfalz,Birgel
92262,Bayern,Birgland
69488,Hessen,Birkenau
57589,Rheinland-Pfalz,Birkenbeul
75217,Baden-Württemberg,Birkenfeld
97834,Bayern,Birkenfeld
55765,Rheinland-Pfalz,Birkenfeld
37318,Thüringen,Birkenfelde
67134,Rheinland-Pfalz,Birkenheide
57587,Rheinland-Pfalz,Birken-Honigsessen
76889,Rheinland-Pfalz,Birkenhördt
16547,Brandenburg,Birkenwerder
56291,Rheinland-Pfalz,Birkheim
76831,Rheinland-Pfalz,Birkweiler
65626,Rheinland-Pfalz,Birlenbach
57612,Rheinland-Pfalz,Birnbach
54574,Rheinland-Pfalz,Birresborn
63633,Hessen,Birstein
54634,Rheinland-Pfalz,Birtlingen
98634,Thüringen,Birx
96120,Bayern,Bischberg
97836,Bayern,Bischbrunn
97852,Bayern,Bischbrunn
67294,Rheinland-Pfalz,Bischheim
35649,Hessen,Bischoffen
98553,Thüringen,Bischofrod
99826,Thüringen,Bischofroda
95493,Bayern,Bischofsgrün
65474,Hessen,Bischofsheim
97653,Bayern,Bischofsheim i.d.Rhön
94253,Bayern,Bischofsmais
1877,Sachsen,Bischofswerda
83483,Bayern,Bischofswiesen
76476,Baden-Württemberg,Bischweier
72406,Baden-Württemberg,Bisingen
39628,Sachsen-Anhalt,Bismark (Altmark)
39629,Sachsen-Anhalt,Bismark (Altmark)
29646,Niedersachsen,Bispingen
24582,Schleswig-Holstein,Bissee
49143,Niedersachsen,Bissendorf
67281,Rheinland-Pfalz,Bissersheim
86657,Bayern,Bissingen
73266,Baden-Württemberg,Bissingen an der Teck
67806,Rheinland-Pfalz,Bisterschied
54634,Rheinland-Pfalz,Bitburg
6749,Sachsen-Anhalt,Bitterfeld-Wolfen
6766,Sachsen-Anhalt,Bitterfeld-Wolfen
6803,Sachsen-Anhalt,Bitterfeld-Wolfen
6808,Sachsen-Anhalt,Bitterfeld-Wolfen
72475,Baden-Württemberg,Bitz
57539,Rheinland-Pfalz,Bitzen
93476,Bayern,Blaibach
87544,Bayern,Blaichach
63825,Bayern,Blankenbach
19412,Mecklenburg-Vorpommern,Blankenberg
6502,Sachsen-Anhalt,Blankenburg
38889,Sachsen-Anhalt,Blankenburg
38895,Sachsen-Anhalt,Blankenburg
99955,Thüringen,Blankenburg
15827,Brandenburg,Blankenfelde-Mahlow
15831,Brandenburg,Blankenfelde-Mahlow
18182,Mecklenburg-Vorpommern,Blankenhagen
99444,Thüringen,Blankenhain
53945,Nordrhein-Westfalen,Blankenheim
6528,Sachsen-Anhalt,Blankenheim
17039,Mecklenburg-Vorpommern,Blankenhof
56865,Rheinland-Pfalz,Blankenrath
17322,Mecklenburg-Vorpommern,Blankensee
17237,Mecklenburg-Vorpommern,Blankensee
66869,Rheinland-Pfalz,Blaubach
89143,Baden-Württemberg,Blaubeuren
74572,Baden-Württemberg,Blaufelden
89134,Baden-Württemberg,Blaustein
19273,Niedersachsen,Bleckede
21354,Niedersachsen,Bleckede
54570,Rheinland-Pfalz,Bleckhausen
54608,Rheinland-Pfalz,Bleialf
99752,Thüringen,Bleicherode
24327,Schleswig-Holstein,Blekendorf
27337,Niedersachsen,Blender
17392,Mecklenburg-Vorpommern,Blesewitz
15328,Brandenburg,Bleyen-Genschmar
21640,Niedersachsen,Bliedersdorf
16269,Brandenburg,Bliesdorf
66440,Saarland,Blieskastel
23847,Schleswig-Holstein,Bliestorf
19306,Mecklenburg-Vorpommern,Blievenstorf
89434,Bayern,Blindheim
32825,Nordrhein-Westfalen,Blomberg
26487,Niedersachsen,Blomberg
25348,Schleswig-Holstein,Blomesche Wildnis
23974,Mecklenburg-Vorpommern,Blowatz
78176,Baden-Württemberg,Blumberg
17237,Mecklenburg-Vorpommern,Blumenholz
24241,Schleswig-Holstein,Blumenthal
23813,Schleswig-Holstein,Blunk
7646,Thüringen,Bobeck
67273,Rheinland-Pfalz,Bobenheim am Berg
67240,Rheinland-Pfalz,Bobenheim-Roxheim
76891,Rheinland-Pfalz,Bobenthal
82389,Bayern,Böbing
86399,Bayern,Bobingen
67482,Rheinland-Pfalz,Böbingen
73560,Baden-Württemberg,Böbingen an der Rems
23966,Mecklenburg-Vorpommern,Bobitz
23996,Mecklenburg-Vorpommern,Bobitz
71032,Baden-Württemberg,Böblingen
71034,Baden-Württemberg,Böblingen
94255,Bayern,Böbrach
9627,Sachsen,Bobritzsch-Hilbersdorf
19230,Mecklenburg-Vorpommern,Bobzin
76833,Rheinland-Pfalz,Böchingen
46395,Nordrhein-Westfalen,Bocholt
46397,Nordrhein-Westfalen,Bocholt
46399,Nordrhein-Westfalen,Bocholt
44787,Nordrhein-Westfalen,Bochum
44789,Nordrhein-Westfalen,Bochum
44791,Nordrhein-Westfalen,Bochum
44793,Nordrhein-Westfalen,Bochum
44795,Nordrhein-Westfalen,Bochum
44797,Nordrhein-Westfalen,Bochum
44799,Nordrhein-Westfalen,Bochum
44801,Nordrhein-Westfalen,Bochum
44803,Nordrhein-Westfalen,Bochum
44805,Nordrhein-Westfalen,Bochum
44807,Nordrhein-Westfalen,Bochum
44809,Nordrhein-Westfalen,Bochum
44866,Nordrhein-Westfalen,Bochum
44867,Nordrhein-Westfalen,Bochum
44869,Nordrhein-Westfalen,Bochum
44879,Nordrhein-Westfalen,Bochum
44892,Nordrhein-Westfalen,Bochum
44894,Nordrhein-Westfalen,Bochum
7589,Thüringen,Bocka
8324,Sachsen,Bockau
55595,Rheinland-Pfalz,Bockenau
31167,Niedersachsen,Bockenem
67278,Rheinland-Pfalz,Bockenheim an der Weinstraße
85461,Bayern,Bockhorn
26345,Niedersachsen,Bockhorn
26897,Niedersachsen,Bockhorst
72411,Baden-Württemberg,Bodelshausen
7381,Thüringen,Bodelwitz
56412,Rheinland-Pfalz,Boden
53539,Rheinland-Pfalz,Bodenbach
37194,Niedersachsen,Bodenfelde
55294,Rheinland-Pfalz,Bodenheim
84155,Bayern,Bodenkirchen
94249,Bayern,Bodenmais
37308,Thüringen,Bodenrode-Westhausen
37434,Niedersachsen,Bodensee
37619,Niedersachsen,Bodenwerder
92439,Bayern,Bodenwöhr
78351,Baden-Württemberg,Bodman-Ludwigshafen
88285,Baden-Württemberg,Bodnegg
88131,Bayern,Bodolz
24401,Schleswig-Holstein,Böel
24405,Schleswig-Holstein,Böel
24891,Schleswig-Holstein,Böel
37691,Niedersachsen,Boffzen
56357,Rheinland-Pfalz,Bogel
94327,Bayern,Bogen
87736,Bayern,Böhen
4564,Sachsen,Böhlen
67459,Rheinland-Pfalz,Böhl-Iggelheim
29693,Niedersachsen,Böhme
89558,Baden-Württemberg,Böhmenkirch
85113,Bayern,Böhmfeld
25853,Schleswig-Holstein,Bohmstedt
49163,Niedersachsen,Bohmte
24220,Schleswig-Holstein,Böhnhusen
23974,Mecklenburg-Vorpommern,Boiensdorf
21368,Niedersachsen,Boitze
17268,Brandenburg,Boitzenburger Land
19258,Mecklenburg-Vorpommern,Boizenburg/Elbe
25364,Schleswig-Holstein,Bokel
24802,Schleswig-Holstein,Bokel
25596,Schleswig-Holstein,Bokelrehm
38556,Niedersachsen,Bokensdorf
25335,Schleswig-Holstein,Bokholt-Hanredder
25560,Schleswig-Holstein,Bokhorst
25572,Schleswig-Holstein,Bokhorst
24860,Schleswig-Holstein,Böklund
24220,Schleswig-Holstein,Boksee
67295,Rheinland-Pfalz,Bolanden
17392,Mecklenburg-Vorpommern,Boldekow
79677,Baden-Württemberg,Böllen
55624,Rheinland-Pfalz,Bollenbach
76887,Rheinland-Pfalz,Böllenborn
54669,Rheinland-Pfalz,Bollendorf
17207,Mecklenburg-Vorpommern,Bollewick
24855,Schleswig-Holstein,Bollingstedt
79283,Baden-Württemberg,Bollschweil
57648,Rheinland-Pfalz,Bölsberg
87538,Bayern,Bolsterlang
23946,Mecklenburg-Vorpommern,Boltenhagen
88361,Baden-Württemberg,Boms
25850,Schleswig-Holstein,Bondelum
71149,Baden-Württemberg,Bondorf
24620,Schleswig-Holstein,Bönebüttel
56579,Rheinland-Pfalz,Bonefeld
59199,Nordrhein-Westfalen,Bönen
